A [N+Z]    E_n [MeV]
   16      9.2510939
   17      0.0000000
   18      0.0000000
   19      0.0000000
   20      0.0000000
   21      8.9367175
   22      0.0000000
   23      0.0000000
   24      0.0000000
   25      0.0000000
   26      8.4981544
   27      0.0000000
   28      0.0000000
   29      0.0000000
   30      0.0000000
   31      8.5161269
   32      0.0000000
   33      0.0000000
   34      0.0000000
   35      0.0000000
   37      7.5181750
   40      0.0000000
   39      0.0000000
   41      0.0000000
   40      0.0000000
   42      7.4458784
   44      0.0000000
   45      0.0000000
   48      0.0000000
   51      0.0000000
   52      5.6397187
   54      0.0000000
   55      0.0000000
   56      0.0000000
   58      0.0000000
   59      4.6520651
   60      0.0000000
   62      0.0000000
   64      0.0000000
   63      0.0000000
   65      3.1281481
   64      0.0000000
   66      0.0000000
   68      0.0000000
   70      0.0000000
   69      2.6761759
   71      0.0000000
   70      0.0000000
   72      0.0000000
   74      0.0000000
   75      1.7559590
   76      0.0000000
   78      0.0000000
   80      0.0000000
   82      0.0000000
   79      1.3731462
   81      0.0000000
   82      0.0000000
   84      0.0000000
   85      0.0000000
   87     -0.5536536
   86      0.0000000
   88      0.0000000
   89      0.0000000
   90      0.0000000
   91      0.0974314
   92      0.0000000
   94      0.0000000
   93      0.0000000
   96      0.0000000
   99     -1.4216194
  100      0.0000000
  102      0.0000000
  103      0.0000000
  106      0.0000000
  108     -2.3539765
  107      0.0000000
  109      0.0000000
  110      0.0000000
  112      0.0000000
  114     -3.6579894
  116      0.0000000
  115      0.0000000
  117      0.0000000
  118      0.0000000
  120     -4.1807247
  122      0.0000000
  124      0.0000000
  121      0.0000000
  123      0.0000000
  126     -4.6593323
  127      0.0000000
  128      0.0000000
  130      0.0000000
  133      0.0000000
  134     -4.8803497
  136      0.0000000
  139      0.0000000
  140      0.0000000
  142      0.0000000
  143     -5.4564686
  144      0.0000000
  146      0.0000000
  149      0.0000000
  150      0.0000000
  152     -6.7704605
  153      0.0000000
  156      0.0000000
  158      0.0000000
  159      0.0000000
  162     -7.0960767
  164      0.0000000
  165      0.0000000
  168      0.0000000
  170      0.0000000
  171     -7.4827716
  174      0.0000000
  176      0.0000000
  175      0.0000000
  177      0.0000000
  178     -7.5818819
  180      0.0000000
  181      0.0000000
  184      0.0000000
  187      0.0000000
  190     -7.9724161
  192      0.0000000
  192      0.0000000
  196      0.0000000
  198      0.0000000
  197     -8.0041970
  200      0.0000000
  202      0.0000000
  203      0.0000000
  205      0.0000000
  204     -8.0156023
  206      0.0000000
  208      0.0000000
  209      0.0000000
  210      0.0000000
  213     -8.2055311
  222      0.0000000
