A [N+Z]    E_n [MeV]
   16      7.5151661
   17      0.0000000
   18      0.0000000
   19      0.0000000
   20      0.0000000
   21      4.4226876
   22      0.0000000
   23      0.0000000
   24      0.0000000
   25      0.0000000
   26      1.2709806
   27      0.0000000
   28      0.0000000
   29      0.0000000
   30      0.0000000
   31     -0.0568098
   32      0.0000000
   33      0.0000000
   34      0.0000000
   35      0.0000000
   37     -3.1230776
   40      0.0000000
   39      0.0000000
   41      0.0000000
   40      0.0000000
   42     -3.6923035
   44      0.0000000
   45      0.0000000
   48      0.0000000
   51      0.0000000
   52     -6.9603847
   54      0.0000000
   55      0.0000000
   56      0.0000000
   58      0.0000000
   59     -8.3025857
   60      0.0000000
   62      0.0000000
   64      0.0000000
   63      0.0000000
   65    -10.2219169
   64      0.0000000
   66      0.0000000
   68      0.0000000
   70      0.0000000
   69    -10.6903445
   71      0.0000000
   70      0.0000000
   72      0.0000000
   74      0.0000000
   75    -11.6022277
   76      0.0000000
   78      0.0000000
   80      0.0000000
   82      0.0000000
   79    -11.9380604
   81      0.0000000
   82      0.0000000
   84      0.0000000
   85      0.0000000
   87    -13.9179355
   86      0.0000000
   88      0.0000000
   89      0.0000000
   90      0.0000000
   91    -13.0095532
   92      0.0000000
   94      0.0000000
   93      0.0000000
   96      0.0000000
   99    -14.4950785
  100      0.0000000
  102      0.0000000
  103      0.0000000
  106      0.0000000
  108    -15.2016674
  107      0.0000000
  109      0.0000000
  110      0.0000000
  112      0.0000000
  114    -16.4655020
  116      0.0000000
  115      0.0000000
  117      0.0000000
  118      0.0000000
  120    -16.8250176
  122      0.0000000
  124      0.0000000
  121      0.0000000
  123      0.0000000
  126    -17.1417008
  127      0.0000000
  128      0.0000000
  130      0.0000000
  133      0.0000000
  134    -17.1494368
  136      0.0000000
  139      0.0000000
  140      0.0000000
  142      0.0000000
  143    -17.4954641
  144      0.0000000
  146      0.0000000
  149      0.0000000
  150      0.0000000
  152    -18.6682456
  153      0.0000000
  156      0.0000000
  158      0.0000000
  159      0.0000000
  162    -18.7541769
  164      0.0000000
  165      0.0000000
  168      0.0000000
  170      0.0000000
  171    -18.9352963
  174      0.0000000
  176      0.0000000
  175      0.0000000
  177      0.0000000
  178    -18.8835436
  180      0.0000000
  181      0.0000000
  184      0.0000000
  187      0.0000000
  190    -19.0265951
  192      0.0000000
  192      0.0000000
  196      0.0000000
  198      0.0000000
  197    -18.9246233
  200      0.0000000
  202      0.0000000
  203      0.0000000
  205      0.0000000
  204    -18.8083991
  206      0.0000000
  208      0.0000000
  209      0.0000000
  210      0.0000000
  213    -18.8389139
  222      0.0000000
