A [N+Z]    E_n [MeV]
   16     12.1564387
   17      0.0000000
   18      0.0000000
   19      0.0000000
   20      0.0000000
   21     11.3427407
   22      0.0000000
   23      0.0000000
   24      0.0000000
   25      0.0000000
   26     10.8296216
   27      0.0000000
   28      0.0000000
   29      0.0000000
   30      0.0000000
   31     10.1099292
   32      0.0000000
   33      0.0000000
   34      0.0000000
   35      0.0000000
   37      9.5324033
   40      0.0000000
   39      0.0000000
   41      0.0000000
   40      0.0000000
   42      8.6556764
   44      0.0000000
   45      0.0000000
   48      0.0000000
   51      0.0000000
   52      7.3240676
   54      0.0000000
   55      0.0000000
   56      0.0000000
   58      0.0000000
   59      6.1104093
   60      0.0000000
   62      0.0000000
   64      0.0000000
   63      0.0000000
   65      5.4097836
   64      0.0000000
   66      0.0000000
   68      0.0000000
   70      0.0000000
   69      4.6965894
   71      0.0000000
   70      0.0000000
   72      0.0000000
   74      0.0000000
   75      3.6176743
   76      0.0000000
   78      0.0000000
   80      0.0000000
   82      0.0000000
   79      2.8997957
   81      0.0000000
   82      0.0000000
   84      0.0000000
   85      0.0000000
   87      2.0176540
   86      0.0000000
   88      0.0000000
   89      0.0000000
   90      0.0000000
   91      0.7932508
   92      0.0000000
   94      0.0000000
   93      0.0000000
   96      0.0000000
   99      0.0427808
  100      0.0000000
  102      0.0000000
  103      0.0000000
  106      0.0000000
  108     -1.3584687
  107      0.0000000
  109      0.0000000
  110      0.0000000
  112      0.0000000
  114     -1.6094634
  116      0.0000000
  115      0.0000000
  117      0.0000000
  118      0.0000000
  120     -2.4483424
  122      0.0000000
  124      0.0000000
  121      0.0000000
  123      0.0000000
  126     -3.2554214
  127      0.0000000
  128      0.0000000
  130      0.0000000
  133      0.0000000
  134     -4.2830458
  136      0.0000000
  139      0.0000000
  140      0.0000000
  142      0.0000000
  143     -5.3753608
  144      0.0000000
  146      0.0000000
  149      0.0000000
  150      0.0000000
  152     -5.6706432
  153      0.0000000
  156      0.0000000
  158      0.0000000
  159      0.0000000
  162     -6.7246483
  164      0.0000000
  165      0.0000000
  168      0.0000000
  170      0.0000000
  171     -7.6164407
  174      0.0000000
  176      0.0000000
  175      0.0000000
  177      0.0000000
  178     -8.2752581
  180      0.0000000
  181      0.0000000
  184      0.0000000
  187      0.0000000
  190     -9.3388166
  192      0.0000000
  192      0.0000000
  196      0.0000000
  198      0.0000000
  197     -9.9233445
  200      0.0000000
  202      0.0000000
  203      0.0000000
  205      0.0000000
  204    -10.4831618
  206      0.0000000
  208      0.0000000
  209      0.0000000
  210      0.0000000
  213    -11.1686755
  222      0.0000000
